ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00006^Bront Vantry^Άνδρας^Half-Orc^Fighter^-^1^1/8^Αρχάριος γιατρός^Independent^Datasphere's Reach^Ninth Cluster (SET-094)^Ουδέτερος^19^11^Greatsword^+5^2d6+3 τέμνον^-^-^ασπίδα με τρία διαφορετικά οικόσημα καρφωμένα το ένα πάνω στο άλλο; απομαγνητοφώνηση συνομιλίας που δεν έκανε; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Σκάβει ένα signal-shard από τοίχο με τεράστια υπομονή.^Μετράει ως το τρία ψιθυριστά πριν απαντήσει σε κάτι δύσκολο.
SL-00022^Orzad Quillon^Άνδρας^Orc^Rogue^Thief^9^5^Αναγνώστης καταιγίδων^Independent^Datasphere's Reach^Waking Terminus (SET-092)^Φιλικός^15^76^Dagger (Sneak Attack)^+9^1d4+5 + 5d6 διατρητικό^-^-^Veiled Lantern lockpicks; σταθμό βαθμονόμησης, ανεξήγητο; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Ανασύρει ένα signal-shard από ναυάγιο και το τσεπώνει πριν προλάβετε να ρωτήσετε.^Μιλάει για το μέλλον μόνο σε υποθετικό, ποτέ σε οριστική.
SL-00040^Aust Dross^Άνδρας^Elf^Warlock^-^2^1/4^Αγγελιοφόρος μηνυμάτων^Independent^Datasphere's Reach^Bright Relay (SET-089)^Φιλικός^13^21^Eldritch Blast^+5^1 δέσμες, 1d10+3 force η καθεμία^Dissonant Whispers; Charm Person; Hex; Arms of Hadar^-^μενταγιόν με στάχτινο στέμμα; shard που παίζει μία λέξη σε βρόχο; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Σκάβει ένα signal-shard από τοίχο με τεράστια υπομονή.^Μιλάει αρκετά σιγά ώστε να σκύβει ο κόσμος, που είναι όλο το νόημα.
SL-00117^Torbera Blackfell^Γυναίκα^Dwarf^Cleric^Light Domain^13^9^Αρχειοφύλακας του Datasphere^Independent^Datasphere's Reach^Ninth Node (SET-090)^Ουδέτερη^20^138^Ritual sickle^+10^1d6+5 τέμνον^Spiritual Weapon; Death Ward; Beacon of Hope; Heal^-^κομποσκοίνι με τέσσερις χάντρες να λείπουν; πλέγμα Cartographer 19 κόμβων; παιδικό γράμμα με παραλήπτη κάποιον του party^Αρνείται να μπει σε ένα κτίριο και αρνείται να εξηγήσει γιατί.^Παρακούει με τρόπο που παράγει καλύτερες ερωτήσεις από αυτές που έγιναν.
SL-00122^Molgrim Ironvane^Άνδρας^Dwarf^Barbarian^Path of the Zealot^4^1^Μαθητευόμενος εισπράκτορα^The Awakened^Datasphere's Reach^Ninth Node (SET-090)^Εχθρικός^16^40^Greatsword^+5^2d6+3 τέμνον^-^-^greatsword με χαυλιόδοντα αγριόχοιρου; απομαγνητοφώνηση συνομιλίας που δεν έκανε; παιδικό γράμμα με παραλήπτη κάποιον του party^Καταγράφει μπάζα, ένα θραύσμα τη φορά, χωρίς εμφανές τέλος.^Μιλάει σχεδόν αποκλειστικά σε κατευθύνσεις και αποστάσεις· θεωρεί την ψιλοκουβέντα αποτυχημένη μετάδοση.
SL-00124^Bramble Nornfield^Άνδρας^Halfling^Rogue^Soulknife^13^8^Φρουρός του Reach^Independent^Datasphere's Reach^Index Relay (SET-086)^Φιλικός^16^127^Hand crossbow (Sneak Attack)^+10^1d6+5 + 7d6 διατρητικό^-^-^ζευγάρι μαυρισμένα shortswords; σταθμό βαθμονόμησης, ανεξήγητο; μισή σκισμένη χάρτα· το άλλο μισό λείπει^Κουβαλάει ένα shard που βουίζει και κάνει ότι δεν βουίζει.^Ψιθυρίζει εξ ορισμού· η ένταση ανεβαίνει μόνο όταν φοβάται.
SL-00129^Dain Zell^Άνδρας^Dwarf^Paladin^Oath of Vengeance^13^8^Πρεσβύτερος του δρόμου^The Awakened^Datasphere's Reach^Waking Terminus (SET-092)^Ουδέτερος^19^155^Longsword (Divine Smite)^+10^1d8+5 + 2d8 radiant^Dispel Magic; Banishment; Circle of Power; Misty Step^-^λάβαρο τυλιγμένο και ποτέ ανοιγμένο; Veiled Lantern signal-shard; σύμβολο ενός Circle που δεν συνεδριάζει πια^Ρωτάει αν θέλετε τη μακροσκελή απάντηση ή την αληθινή.^Λέει «σωστά» μετά από κάθε πρόταση, και δεν ακούει τον εαυτό του να το κάνει.
SL-00147^Brenn Winterfall^Άνδρας^Goliath^Artificer^Alchemist^17^11^Κύριος του καταστίχου^Drifters^Datasphere's Reach^Waking Terminus (SET-092)^Ουδέτερος^18^183^Steel Defender + warhammer^+11^1d8+5 τέμνον^Wall of Fire; Haste; Fly; Enhance Ability^-^ανταλλακτική κάννη Eldritch Cannon; πλέγμα Cartographer 19 κόμβων; παιδικό γράμμα με παραλήπτη κάποιον του party^Αρνείται να μπει σε ένα κτίριο και αρνείται να εξηγήσει γιατί.^Ρωτάει για την υγεία σου πριν το όνομά σου, κάθε φορά.
SL-00154^Mila Ullswater^Γυναίκα^Human^Rogue^Soulknife^6^3^Επιστάτης ορυχείου^Independent^Datasphere's Reach^Silent Node (SET-091)^Φιλική^17^46^Hand crossbow (Sneak Attack)^+7^1d6+4 + 3d6 διατρητικό^-^-^hand crossbow με πτυσσόμενο κοντάκι; κλειδί κόμβου που δεν ταιριάζει σε τίποτα από όσα βρέθηκαν; κλειδί χωρίς κλειδαριά^Κουβαλάει ένα shard που βουίζει και κάνει ότι δεν βουίζει.^Η προφορά της βαραίνει μόλις τον ρωτήσουν από πού είναι.
SL-00157^Thalor Dunwich^Άνδρας^Elf^Wizard^Order of Scribes^3^1/2^Μαθητευόμενος^New Grandia Authority^Datasphere's Reach^Fourth Array (SET-085)^Ουδέτερος^13^20^Arcane Ray^+5^1d8 force^Detect Magic; Sleep; Magic Missile; Shield^-^δανεικό spellbook με τις σημειώσεις κάποιου άλλου; απομαγνητοφώνηση συνομιλίας που δεν έκανε; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Παρακολουθεί ένα νεκρό τερματικό σαν να πρόκειται να μιλήσει.^Κοφτές καταφάσεις· χρόνια φωνάζοντας πάνω από τον άνεμο άφησαν τη φωνή του μόνιμα βραχνή.
SL-00160^Dorien Tanglewood^Άνδρας^Half-Elf^Sorcerer^Draconic Sorcery^3^1/2^Μάγειρας καταυλισμού^The Awakened^Datasphere's Reach^Pale Node (SET-087)^Φιλικός^12^22^Ray of Frost^+5^1d8 cold^Shield; Absorb Elements; Burning Hands; Magic Missile^-^ασταθές focus που βουίζει κοντά σε shields; πλέγμα Cartographer 19 κόμβων; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Χαρτογραφεί ένα ερείπιο μετρώντας το με βήματα, δύο φορές, και βγάζει διαφορετικούς αριθμούς.^Σταματάει να μιλάει εντελώς όταν μπαίνει κάποιος άλλος και ξεκινάει πάλι όταν φύγει.
SL-00169^Vayne Wrenfield^Άνδρας^Half-Elf^Fighter^-^2^1/4^Μαθητευόμενος^New Grandia Authority^Datasphere's Reach^Index Cluster (SET-093)^Εχθρικός^17^21^Longbow^+5^1d8+3 διατρητικό^-^-^Guardian halberd; σταθμό βαθμονόμησης, ανεξήγητο; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Ανταλλάσσει πληροφορία με πληροφορία, ξεκινώντας λέγοντάς σας κάτι αληθινό.^Δίνει οδηγίες με ορόσημα που δεν υπάρχουν πια.
SL-00194^Delia Blackfell^Γυναίκα^Human^Barbarian^Path of the Zealot^11^6^Μεσάζων πληροφοριών^Independent^Datasphere's Reach^Waking Terminus (SET-092)^Ουδέτερη^17^140^Greatsword^+9^2d6+5 τέμνον^-^-^γροθιές τυλιγμένες με αλυσίδα; απομαγνητοφώνηση συνομιλίας που δεν έκανε; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Κουβαλάει ένα shard που βουίζει και κάνει ότι δεν βουίζει.^Παρακούει με τρόπο που παράγει καλύτερες ερωτήσεις από αυτές που έγιναν.
SL-00201^Aelar Dross^Άνδρας^Elf^Rogue^-^1^1/8^Καμπανάρης^Independent^Datasphere's Reach^Silent Node (SET-091)^Φιλικός^15^10^Shortsword (Sneak Attack)^+5^1d6+3 + 1d6 διατρητικό^-^-^ζευγάρι μαυρισμένα shortswords; σταθμό βαθμονόμησης, ανεξήγητο; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Μετράει επιζώντες μιας αποστολής που δεν έχει ακόμα αναφερθεί χαμένη.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-00206^Kestrel Cain^Γυναίκα^Human^Rogue^Soulknife^5^2^Ανασύρτης ναυαγίων^The Awakened^Datasphere's Reach^Silent Node (SET-091)^Φιλική^17^41^Shortsword (Sneak Attack)^+7^1d6+4 + 3d6 διατρητικό^-^-^μάσκα πιο πολύ μπαλωμένη παρά φορεμένη; πλέγμα Cartographer 19 κόμβων; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Καταγράφει μπάζα, ένα θραύσμα τη φορά, χωρίς εμφανές τέλος.^Γρήγορη, υπερδιεγερμένη ομιλία· διακόπτει τον εαυτό της με διορθώσεις και παρενθέσεις.
SL-00211^Ivor Harkaway^Άνδρας^Half-Elf^Warlock^The Fiend^9^6^Μελετητής ουρανού^Independent^Datasphere's Reach^Silent Node (SET-091)^Ουδέτερος^14^89^Eldritch Blast^+9^2 δέσμες, 1d10+5 force η καθεμία^Hold Person; Fly; Charm Person; Armor of Agathys^-^κλειδί που δεν ξεκλειδώνει τίποτα σε αυτόν τον κόσμο; shard που παίζει μία λέξη σε βρόχο; ένταλμα με τη δική του περιγραφή πάνω^Αρνείται να μπει σε ένα κτίριο και αρνείται να εξηγήσει γιατί.^Δεν μπορεί να ψιθυρίσει· ο ψίθυρός του ακούγεται πιο μακριά από την κανονική του φωνή.
SL-00223^Fenwick Ravensmere^Άνδρας^Half-Elf^Rogue^Soulknife^9^5^Τεχνικός κόμβων^New Grandia Authority^Datasphere's Reach^Waking Terminus (SET-092)^Φιλικός^15^67^Shortsword (Sneak Attack)^+9^1d6+5 + 5d6 διατρητικό^-^-^φιαλίδιο δηλητηρίου επαφής από nanites; πλέγμα Cartographer 19 κόμβων; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Κουβαλάει ένα shard που βουίζει και κάνει ότι δεν βουίζει.^Χρησιμοποιεί λόγια γραμματική και χυδαίο λεξιλόγιο στην ίδια ανάσα.
SL-00248^Gavriela Northwind^Γυναίκα^Aasimar^Barbarian^Path of the World Tree^7^3^Τεχνικός shield^New Grandia Authority^Datasphere's Reach^Ninth Node (SET-090)^Φιλική^17^76^Greataxe^+7^1d12+4 τέμνον^-^-^μανδύας από δέρμα πλάσματος που δεν θα έπρεπε να υπάρχει; Veiled Lantern signal-shard; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Ανταλλάσσει πληροφορία με πληροφορία, ξεκινώντας λέγοντάς σας κάτι αληθινό.^Καθαρίζει τον λαιμό της πριν από κάθε άρνηση, που κάνει τις αρνήσεις ορατές από μακριά.
SL-00251^Peregrine Deepwell^Άνδρας^Aasimar^Paladin^-^2^1/4^Μαθητευόμενος κηροπλάστη^The Awakened^Datasphere's Reach^Silent Node (SET-091)^Ουδέτερος^17^21^Warhammer (Divine Smite)^+5^1d8+3 + 2d8 radiant^Divine Favor; Compelled Duel; Cure Wounds; Shield of Faith^-^κατάλογος όσων έσωσε, πιο μικρός από τον άλλο κατάλογο; θραύσμα κώδικα που ξαναγράφει τον εαυτό του; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Χαρτογραφεί ένα ερείπιο μετρώντας το με βήματα, δύο φορές, και βγάζει διαφορετικούς αριθμούς.^Υπερπροφέρει κάθε λέξη, έχοντας μάθει τη γλώσσα αργά και τυπικά.
SL-00256^Nol Ambry^Άνδρας^Human^Monk^-^2^1/4^Σχοινάς^Independent^Datasphere's Reach^Fourth Array (SET-085)^Φιλικός^13^16^Quarterstaff^+5^1d8+3 θλαστικό^-^-^μπολ που έχει χρησιμοποιηθεί ως όπλο; ηχογράφηση που παίζει μόνο την αυγή; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Ακούει σήμα σε ακουστικό χωρίς ορατή πηγή.^Προφορά που κανείς δεν τοποθετεί, και δίνει διαφορετική καταγωγή κάθε φορά που ρωτιέται.
SL-00259^Hale Rookhurst^Άνδρας^Human^Rogue^Assassin^6^3^Κούριερ συμβολαίων^The Awakened^Datasphere's Reach^Bright Relay (SET-089)^Φιλικός^17^47^Shortsword (Sneak Attack)^+7^1d6+4 + 3d6 διατρητικό^-^-^φλασκί λαδιού λάμπας χωρίς λάμπα; απομαγνητοφώνηση συνομιλίας που δεν έκανε; μισή σκισμένη χάρτα· το άλλο μισό λείπει^Μετράει επιζώντες μιας αποστολής που δεν έχει ακόμα αναφερθεί χαμένη.^Κλείνει κάθε πρόταση σαν να ζητάει άδεια.
SL-00269^Gimrek Ashgrave^Άνδρας^Dwarf^Cleric^Trickery Domain^8^5^Επιστάτης ορυχείου^The Awakened^Datasphere's Reach^Silent Node (SET-091)^Εχθρικός^19^79^Warhammer^+7^1d8+4 θλαστικό^Shield of Faith; Spiritual Weapon; Hold Person; Bless^-^φορητό βωμό που διπλώνει σε σακίδιο; shard που παίζει μία λέξη σε βρόχο; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Προσφέρεται να απαντήσει σε μία ερώτηση ειλικρινά με αντάλλαγμα μία.^Μιλάει όσο δουλεύει και κόβεται στη μέση όταν συγκεντρώνεται· δεν τελειώνει ποτέ αυτές τις προτάσεις.
SL-00277^Gavriela Pike^Γυναίκα^Aasimar^Barbarian^-^2^1/4^Νερουλάς^The Awakened^Datasphere's Reach^Pale Array (SET-096)^Ουδέτερη^16^19^Handaxe pair^+5^1d6+3 τέμνον^-^-^δίχειρο maul με ξαναδεμένη λαβή; Veiled Lantern signal-shard; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Καταγράφει μπάζα, ένα θραύσμα τη φορά, χωρίς εμφανές τέλος.^Χρησιμοποιεί λόγια γραμματική και χυδαίο λεξιλόγιο στην ίδια ανάσα.
SL-00309^Aukan Zell^Άνδρας^Goliath^Wizard^Order of Scribes^9^6^Περιπολητής περιμέτρου^Independent^Datasphere's Reach^Bright Relay (SET-089)^Εχθρικός^12^69^Ray of Frost^+9^2d8 cold^Scorching Ray; Counterspell; Hypnotic Pattern; Fly^-^μηχανισμός με τα τρία φεγγάρια; κλειδί κόμβου που δεν ταιριάζει σε τίποτα από όσα βρέθηκαν; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Παρακολουθεί ένα νεκρό τερματικό σαν να πρόκειται να μιλήσει.^Σφυρίζει ελαφρά στα σίγμα από ένα δόντι που δεν αντικατέστησε ποτέ.
SL-00316^Tarin Brine^Άνδρας^Halfling^Barbarian^Path of the Wild Heart^7^3^Κοσκινιστής στάχτης^The Awakened^Datasphere's Reach^Fourth Array (SET-085)^Φιλικός^15^85^Maul^+7^2d6+4 θλαστικό^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό του; Veiled Lantern signal-shard; παιδικό σχέδιο ενός αστερισμού που κανείς δεν βρίσκει^Ευθυγραμμίζει τρεις κόμβους με το χέρι και ελέγχει την ευθυγράμμιση με κάτι αόρατο.^Καθαρίζει τον λαιμό του πριν από κάθε άρνηση, που κάνει τις αρνήσεις ορατές από μακριά.
SL-00331^Teodor Overstone^Άνδρας^Human^Wizard^School of Illusion^12^8^Αναγνώστης των τριών φεγγαριών^The Awakened^Datasphere's Reach^Waking Terminus (SET-092)^Φιλικός^13^107^Ray of Frost^+9^3d8 cold^Dispel Magic; Detect Magic; Magic Missile; Hypnotic Pattern^-^γυάλινη ράβδος που βουίζει κοντά σε shields; κλειδί κόμβου που δεν ταιριάζει σε τίποτα από όσα βρέθηκαν; δαχτυλίδι πολύ μικρό για οποιονδήποτε γνωρίζει^Παρακολουθεί ένα νεκρό τερματικό σαν να πρόκειται να μιλήσει.^Τελειώνει τις προτάσεις των άλλων και έχει δίκιο αρκετά συχνά ώστε να εκνευρίζει.
SL-00338^Biri Stoneglass^Γυναίκα^Dragonborn^Wizard^School of Illusion^5^3^Καπετάνιος σχοινιών^The Awakened^Datasphere's Reach^Pale Node (SET-087)^Ουδέτερη^12^42^Fire Bolt^+7^210 fire^Grease; Mirror Image; Shield; Sleep^-^γυάλινη ράβδος που βουίζει κοντά σε shields; απομαγνητοφώνηση συνομιλίας που δεν έκανε; λίστα routes που δεν υπάρχουν πια^Ευθυγραμμίζει τρεις κόμβους με το χέρι και ελέγχει την ευθυγράμμιση με κάτι αόρατο.^Προφορά που κανείς δεν τοποθετεί, και δίνει διαφορετική καταγωγή κάθε φορά που ρωτιέται.
SL-00339^Eldeth Ashlow^Γυναίκα^Dwarf^Ranger^Fey Wanderer^13^8^Διοικητής τείχους^The Awakened^Datasphere's Reach^Ninth Node (SET-090)^Ουδέτερη^16^130^Hand crossbow^+10^1d6+5 διατρητικό^Summon Beast; Guardian of Nature; Dispel Magic; Steel Wind Strike^-^πυξίδα Drifter's Road; shard που παίζει μία λέξη σε βρόχο; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Ανασύρει ένα signal-shard από ναυάγιο και το τσεπώνει πριν προλάβετε να ρωτήσετε.^Αφηγείται σιγανά τις ίδιες της τις κινήσεις όσο τις κάνει.
SL-00340^Verna Longstride^Γυναίκα^Halfling^Artificer^Armorer^9^5^Πράκτορας χαρτών^The Awakened^Datasphere's Reach^Ninth Node (SET-090)^Ουδέτερη^19^92^Thunder Gauntlets^+9^1d8+5 θλαστικό^Absorb Elements; Web; Shield; Faerie Fire^-^κυψέλη που κρατάει φορτίο χωρίς λόγο; shard που παίζει μία λέξη σε βρόχο; κλειδί χωρίς κλειδαριά^Σας κάνει μια ερώτηση της οποίας ξέρει ήδη την απάντηση, για να επαληθεύσει κάτι.^Γίνεται πολύ ήσυχη και πολύ ευγενικη όταν θυμώνει, που είναι χειρότερο.
SL-00345^Cassiel Sorrow^Άνδρας^Aasimar^Paladin^Oath of the Ancients^7^3^Φύλακας του περάσματος^Independent^Datasphere's Reach^Waking Terminus (SET-092)^Φιλικός^19^83^Warhammer (Divine Smite)^+7^1d8+4 + 2d8 radiant^Shield of Faith; Bless; Aid; Hunter's Mark^-^όρκος ξαναγραμμένος με το ίδιο του το χέρι; κλειδί κόμβου που δεν ταιριάζει σε τίποτα από όσα βρέθηκαν; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Χαρτογραφεί ένα ερείπιο μετρώντας το με βήματα, δύο φορές, και βγάζει διαφορετικούς αριθμούς.^Σχεδόν μονότονη ομιλία· στηρίζεται εξ ολοκλήρου στην επιλογή λέξεων για να περάσει το νόημα.
